slope,PP,output
37.6168848070226,11.3582994304597,1
37.6168848070226,282.989358976483,1
58.7183339033002,83.7719010729343,1
40.0985483574615,101.366892367601,1
42.9779057775624,0.0,1
22.4371070266735,8.39935706043616,1
35.5737743185841,137.366216026247,1
35.5737743185841,2.28291989332138,1
35.5737743185841,329.302224098239,1
35.5737743185841,54.8164203166962,1
61.1503105545497,0.139430809766054,1
61.1503105545497,0.139430809766054,1
31.4251917445378,111.389277659357,1
31.4251917445378,111.389277659357,1
31.4251917445378,8.14431436275481,1
71.5943815158914,13.0401752845501,1
34.9746632122102,6.78884864784777,1
27.2670675616022,182.048169821501,1
49.7003242831949,73.4884505867958,1
49.7003242831949,152.303294681013,1
46.6645795867218,202.307544127107,1
46.6645795867218,196.09642637521,1
22.2899679242901,3.19395261525642,1
37.334405798162,66.6248688538908,1
65.2734324309433,205.778105200268,1
31.4251917445378,230.377279846463,1
37.9689552738191,3.78624900616705,1
44.837775211813,0.508267252705991,1
44.837775211813,0.508267252705991,1
32.1254338844603,0.259650897234678,1
61.1503105545497,97.6186084449291,1
61.1503105545497,97.6186084449291,1
31.4251917445378,97.6186084449291,1
31.4251917445378,97.6186084449291,1
37.5430771951307,190.092584325466,1
35.5737743185841,190.092584325466,1
35.5737743185841,190.092584325466,1
35.5737743185841,190.092584325466,1
35.5737743185841,190.092584325466,1
36.0696847012119,101.694187313318,1
36.0696847012119,101.694187313318,1
34.6299085151535,147.043526679277,1
42.5393955518055,18.0632031876594,1
59.6720845376143,5.83341597393155,1
59.6720845376143,0.76716174185276,1
31.7527780019029,0.0,1
53.4370866878808,0.0796392560005188,1
37.6242210267381,0.0,1
47.3293573123014,40.7833257187158,1
31.5494965225001,5.2151599493809,1
43.365087757977,2.49571138620377,1
36.8647972330107,3.49506723787636,1
43.7342037956372,3.49506723787636,1
40.9653009286908,2.70463827997446,1
40.9653009286908,9.38885481609032,1
40.6856969461529,0.153308302164078,1
40.6856969461529,2.70463827997446,1
22.2899679242901,3.19395261525642,1
36.0110089758276,4.71636156272143,1
59.6720845376143,5.83341597393155,1
59.6720845376143,0.76716174185276,1
59.6720845376143,5.83341597393155,1
59.6720845376143,1.53691872284981,1
59.6720845376143,9.10168510256335,1
31.3991495175915,25.187936280854,1
31.3991495175915,97.6823959406465,1
31.3991495175915,156.16240905039,1
31.3991495175915,99.1773526370525,1
31.3991495175915,8.89280410949141,1
31.3991495175915,360.625538547523,1
38.902626091829,54.2432900881395,1
25.7843523184626,27.776871105656,1
23.8758130334548,99.1773526370525,1
31.2783500424603,6.79554627928883,1
21.721670673986,165.004321214743,1
40.0985483574615,101.366892367601,1
40.0985483574615,101.366892367601,1
22.7766571941445,3.93922197818756,1
17.1306119572166,2.63677000999451,1
17.1306119572166,18.8911064439453,1
37.6168848070226,11.3582994304597,1
32.1727972143002,102.013457184192,1
32.1727972143002,191.433317102026,1
37.6168848070226,102.013457184192,1
37.6168848070226,191.433317102026,1
37.6168848070226,191.433317102026,1
37.6168848070226,191.433317102026,1
37.6168848070226,191.433317102026,1
37.6168848070226,282.989358976483,1
31.3093169571876,191.433317102026,1
31.3093169571876,102.013457184192,1
31.3093169571876,80.6618750141934,1
33.237482657585,178.47672676295,1
31.3093169571876,80.6618750141934,1
31.3093169571876,191.433317102026,1
31.3093169571876,102.013457184192,1
31.3093169571876,17.2378993032617,1
20.0080816733662,0.331126898527145,1
34.0151123618219,2.63677000999451,1
46.6645795867218,202.307544127107,1
46.6645795867218,202.307544127107,1
46.6645795867218,196.09642637521,1
42.5393955518055,39.3047480429523,1
42.5393955518055,18.0632031876594,1
42.5393955518055,18.0632031876594,1
42.5393955518055,18.0632031876594,1
42.5393955518055,125.040763705969,1
41.7425969143178,62.8164714053273,1
36.9171819262397,62.4293638393283,1
49.7003242831949,152.303294681013,1
49.7003242831949,73.4884505867958,1
49.7003242831949,0.0,1
49.7003242831949,0.232636261731386,1
49.7003242831949,152.303294681013,1
57.1304066484979,152.303294681013,1
41.4805763452516,0.638268813490868,1
36.4080636292664,0.0633060587570071,1
36.4080636292664,0.0,1
38.6623546503012,2.63677000999451,1
44.5917171461738,0.0902604889124632,1
33.3352580632965,1.37656160071492,1
31.2696537307849,25.8697235606378,1
31.2696537307849,5.43179260718171,1
40.0565777843131,37.9417116269469,1
31.2696537307849,29.9894902547821,1
31.4966320464972,0.0,1
46.4179679716923,3.27285292744636,1
46.4179679716923,3.27285292744636,1
12.417117885586,10.5004308149219,1
41.3028347365088,2.12488373182714,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,67.755069822073,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
38.5957143275618,1.78071188926697,1
35.5144095871183,1.78071188926697,1
35.5144095871183,1.78071188926697,1
35.5144095871183,1.78071188926697,1
41.7602866369236,2.12488373182714,1
36.602628406909,1.94639960303903,1
42.4191316194435,2.12488373182714,1
42.6037205834223,2.12488373182714,1
30.6601256934451,50.0299096107483,1
42.6037205834223,2.12488373182714,1
42.6037205834223,2.12488373182714,1
42.6037205834223,2.12488373182714,1
42.4191316194435,2.12488373182714,1
36.7472051902118,2.90883347392082,1
41.7602866369236,2.12488373182714,1
41.7602866369236,2.12488373182714,1
41.7602866369236,2.12488373182714,1
41.7602866369236,2.12488373182714,1
42.9779057775624,0.0,1
28.0521432754361,0.448294777423143,1
33.0496468853843,1.16401865237504,1
40.9703214178362,2.12488373182714,1
43.1499778417649,1.16401865237504,1
40.9703214178362,60.7984995953739,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
43.1499778417649,1.16401865237504,1
48.4136900329092,4.89831554889679,1
42.7149133156195,1.94639960303903,1
48.4136900329092,10.0672578364611,1
45.3626537050245,1.94639960303903,1
43.1499778417649,1.78071188926697,1
47.4417301148573,3.27285292744636,1
45.3626537050245,1.58980073127896,1
28.8465215407939,180.7074491065,1
